customer_id,customer_name,age,gender,city,signup_date,zomato_gold
CUST00043,Yug Kar,60,Female,Bengaluru,2023-10-23,False
CUST00044,Ansh Karpe,51,Other,Kolkata,2026-01-15,True
CUST00045,Abhimanyu Bobal,52,Other,Hyderabad,2026-03-22,False
CUST00046,Veer Bir,43,Other,Chennai,2023-09-02,False
CUST00047,Ekavir Varkey,51,Female,Mumbai,2024-07-19,True
CUST00048,Vedika Kala,32,Male,Chennai,2025-10-30,True
CUST00049,Urvashi Kibe,55,Other,Hyderabad,2025-07-19,True
CUST00050,Ranveer Chandra,18,Male,Delhi,2023-12-13,True
CUST00051,Irya Sampath,22,Male,Chennai,2025-04-14,True
CUST00052,Chatura Chaudhari,50,Male,Pune,2023-10-18,False
CUST00053,Harinakshi Chopra,31,Other,Bengaluru,2024-08-05,False
CUST00054,Ranveer Yadav,33,Female,Kolkata,2025-06-11,True
CUST00055,Pahal Goswami,24,Male,Kolkata,2024-09-20,False
CUST00056,Zaid Borra,45,Female,Jaipur,2025-06-03,True
CUST00057,Chandresh Zachariah,59,Other,Mumbai,2023-08-07,True
CUST00058,Warjas Ganesan,43,Other,Chennai,2025-04-07,True
CUST00059,Vasana Kala,33,Male,Hyderabad,2025-03-29,False
CUST00060,Nitesh Raghavan,26,Female,Bengaluru,2023-07-19,False
CUST00061,Alka Sha,47,Male,Mumbai,2024-10-01,False
CUST00062,Vidhi Dubey,53,Male,Delhi,2024-05-05,True
CUST00063,Teerth Bhardwaj,23,Male,Bengaluru,2025-12-31,False
CUST00064,Dipta Bhandari,49,Female,Hyderabad,2023-10-01,False
CUST00065,Yadavi Wali,21,Male,Kolkata,2024-03-16,True
CUST00066,Yashoda Buch,42,Female,Jaipur,2024-04-29,False
CUST00067,Ekansh Keer,45,Other,Jaipur,2025-04-03,True
CUST00068,Yatin Baral,30,Female,Hyderabad,2026-03-04,True
CUST00069,Oni Virk,55,Other,Delhi,2024-11-18,False
CUST00070,Samarth Murthy,21,Male,Jaipur,2024-07-20,True
CUST00071,Meghana Deep,21,Other,Mumbai,2026-05-24,True
CUST00072,Tanvi Mutti,22,Other,Mumbai,2023-11-05,True
CUST00073,Tara Chaudhry,43,Male,Hyderabad,2023-11-06,True
CUST00074,Yashawini Lanka,57,Male,Kolkata,2024-02-06,False
CUST00075,Ekapad Konda,34,Male,Chennai,2025-02-09,True
CUST00076,Nakul Sarma,34,Female,Bengaluru,2025-11-05,False
CUST00077,Abhiram Mistry,47,Female,Mumbai,2026-05-11,True
CUST00078,Krish Lalla,47,Other,Mumbai,2024-01-11,True
CUST00079,Nachiket Magar,52,Male,Pune,2024-09-25,True
CUST00080,Hemal Jani,40,Male,Hyderabad,2026-06-17,False
CUST00081,Yashasvi Suresh,36,Male,Jaipur,2024-08-09,False
CUST00082,George Sampath,57,Other,Delhi,2024-09-17,False
CUST00083,Aarush Nath,60,Male,Bengaluru,2024-02-04,False
CUST00084,Neel Sathe,25,Male,Bengaluru,2025-11-19,False
CUST00085,Aditya Choudhury,36,Other,Hyderabad,2023-11-09,False
CUST00086,Balendra Pingle,31,Other,Pune,2026-01-05,False
CUST00087,Qushi Datta,34,Male,Mumbai,2023-09-18,False
CUST00088,Janya Baral,35,Male,Delhi,2025-01-21,False
CUST00089,Zaid Chauhan,26,Other,Pune,2025-01-15,True
CUST00090,Mohammed Khalsa,46,Other,Kolkata,2024-03-24,True
CUST00091,Nitara Bakshi,25,Male,Bengaluru,2024-04-19,True
CUST00092,Nisha Kothari,41,Other,Bengaluru,2024-09-02,False
CUST00093,Hritik Raja,26,Male,Pune,2023-09-14,False
CUST00094,Tristan Iyengar,20,Female,Hyderabad,2025-06-30,True
CUST00095,Dalaja Kari,60,Male,Chennai,2024-06-26,False
CUST00096,Reyansh Rastogi,57,Other,Bengaluru,2024-12-06,True
CUST00097,Ekaraj Mallick,28,Male,Kolkata,2025-01-11,True
CUST00098,Garima Bala,29,Other,Chennai,2024-01-11,False
CUST00099,Pranav Lanka,60,Other,Hyderabad,2023-09-13,False
CUST00100,Radha Pai,28,Other,Mumbai,2024-11-14,False
CUST00101,Yasti D’Alia,20,Female,Hyderabad,2025-03-05,True
CUST00102,Aachal Basu,47,Female,Pune,2025-05-23,True
CUST00103,Zinal Yohannan,32,Male,Hyderabad,2026-06-16,False
CUST00104,Januja Sankar,39,Female,Mumbai,2023-11-01,False
CUST00105,Dipta Dash,40,Other,Kolkata,2024-10-24,False
CUST00106,Nilima Narain,19,Male,Pune,2025-04-01,True
CUST00107,Joshua Handa,55,Female,Delhi,2025-04-29,True
CUST00108,Owen Mitra,56,Female,Chennai,2025-04-06,False
CUST00109,Daksha Mangat,45,Other,Mumbai,2024-06-06,False
CUST00110,Ekanta Shroff,54,Male,Pune,2025-06-01,True
CUST00111,Tanay Vaidya,45,Male,Hyderabad,2025-07-20,False
CUST00112,Frado Mander,45,Male,Chennai,2025-09-23,False
CUST00113,Girik Keer,60,Male,Pune,2026-05-26,False
CUST00114,Umang Issac,60,Female,Chennai,2024-02-29,False
CUST00115,Chakradhar Konda,36,Other,Bengaluru,2025-07-23,True
CUST00116,Tamanna Sachdeva,44,Other,Kolkata,2026-03-20,True
CUST00117,Leena Talwar,57,Other,Pune,2025-03-27,False
CUST00118,Manbir Ahluwalia,53,Male,Pune,2023-12-28,False
CUST00119,Theodore Goda,31,Female,Chennai,2026-07-01,False
CUST00120,Chandresh Krish,46,Female,Hyderabad,2024-01-20,False
CUST00121,Kiaan Shetty,28,Other,Mumbai,2026-05-18,False
CUST00122,Saanvi Thaman,50,Other,Chennai,2025-05-08,True
CUST00123,Nathan Soman,33,Other,Pune,2025-06-14,True
CUST00124,Yug Malhotra,30,Male,Delhi,2025-10-02,True
CUST00125,William Maharaj,33,Female,Mumbai,2025-05-29,False
CUST00126,Bhavika Keer,44,Other,Hyderabad,2024-09-10,False
CUST00127,Ekaja Zachariah,49,Female,Hyderabad,2023-11-18,True
CUST00128,Matthew Kashyap,59,Other,Delhi,2025-03-02,True
CUST00129,Tanish Bhatt,45,Male,Bengaluru,2025-04-20,False
CUST00130,Ganga Shukla,21,Other,Hyderabad,2025-04-21,True
CUST00131,Samuel Salvi,47,Male,Jaipur,2025-03-12,False
CUST00132,Lajita Sood,46,Other,Kolkata,2023-07-25,False
CUST00133,Chanchal Ramakrishnan,28,Other,Jaipur,2025-04-26,False
CUST00134,Vinaya Kanda,34,Male,Pune,2024-09-11,False
CUST00135,Vedika Balakrishnan,58,Male,Pune,2025-03-11,False
CUST00136,Nidhi Gandhi,22,Other,Pune,2025-07-11,True
CUST00137,Avi Ramesh,35,Female,Chennai,2026-01-20,True
CUST00138,Fiyaz Sangha,26,Male,Hyderabad,2024-02-11,False
CUST00139,Qabil Bedi,27,Other,Hyderabad,2024-08-23,True
CUST00140,Falak Kakar,44,Female,Chennai,2025-06-21,False
CUST00141,Geetika Raghavan,44,Male,Hyderabad,2024-09-20,False
CUST00142,Zayyan Bumb,42,Other,Delhi,2025-07-15,False
CUST00143,Charles Palla,48,Male,Chennai,2024-06-28,False
CUST00144,Banjeet Balasubramanian,42,Female,Hyderabad,2024-08-03,False
CUST00145,Anmol Dua,32,Female,Kolkata,2024-07-20,False
CUST00146,Urvashi Contractor,19,Female,Chennai,2025-12-08,False
CUST00147,Udyati Kunda,28,Female,Bengaluru,2025-02-08,True
CUST00148,Ishwar Gade,43,Other,Delhi,2024-11-10,True
CUST00149,Atharv Muni,59,Female,Bengaluru,2025-12-26,False
CUST00150,Mekhala Issac,29,Male,Pune,2023-11-11,False
CUST00151,Harsh Mitra,38,Male,Jaipur,2026-06-12,False
CUST00152,Benjamin Palan,39,Female,Pune,2025-10-20,False
CUST00153,Kamala Biswas,34,Male,Jaipur,2025-09-08,True
CUST00154,Advik Salvi,52,Male,Chennai,2025-08-15,True
CUST00155,Rachita Pathak,59,Male,Delhi,2026-03-29,True
CUST00156,Michael Saran,33,Male,Delhi,2024-04-14,True
CUST00157,Veda Shroff,33,Male,Jaipur,2025-05-22,True
CUST00158,Ekantika Korpal,54,Male,Jaipur,2023-11-27,False
CUST00159,Shravya Kohli,41,Male,Mumbai,2025-07-06,True
CUST00160,Gayathri Balakrishnan,37,Male,Delhi,2025-08-21,False
CUST00161,Qabil Sura,54,Other,Kolkata,2024-06-09,False
CUST00162,Aarna Oak,30,Male,Hyderabad,2024-09-22,True
CUST00163,Advaith Varughese,37,Other,Mumbai,2024-05-07,True
CUST00164,Wyatt Ray,40,Other,Kolkata,2025-08-12,False
CUST00165,Vamakshi Swaminathan,22,Other,Chennai,2025-06-11,True
CUST00166,Girik Menon,44,Female,Mumbai,2024-06-24,False
CUST00167,Yagnesh Mohan,41,Other,Jaipur,2026-05-12,True
CUST00168,Urvashi Wali,45,Male,Pune,2024-12-31,False
CUST00169,Ganga Pandey,47,Female,Pune,2026-07-11,False
CUST00170,Anika Mohan,33,Male,Pune,2024-08-09,False
CUST00171,Jai Hans,33,Female,Kolkata,2024-11-17,False
CUST00172,Qasim Handa,19,Female,Chennai,2024-06-16,True
CUST00173,Aradhana Vohra,49,Male,Chennai,2026-01-28,False
CUST00174,Harish Hari,39,Female,Pune,2024-10-18,True
CUST00175,Jalsa Gola,51,Male,Mumbai,2024-10-27,True
CUST00176,Jonathan Mahal,44,Female,Hyderabad,2023-09-24,False
CUST00177,Brinda Date,59,Other,Jaipur,2026-04-01,False
CUST00178,Harshil Arora,19,Male,Pune,2025-12-23,True
CUST00179,Upasna Srinivas,43,Other,Hyderabad,2025-05-30,False
CUST00180,Qarin Behl,60,Other,Chennai,2024-08-11,False
CUST00181,Ishaan Bhattacharyya,53,Other,Chennai,2025-03-29,False
CUST00182,Ethan Bera,53,Female,Chennai,2024-03-07,False
CUST00183,Daksha Chada,35,Female,Pune,2024-08-04,True
CUST00184,Omaja Kara,25,Other,Hyderabad,2025-10-04,False
CUST00185,Shravya Savant,25,Other,Bengaluru,2024-10-19,True
CUST00186,Dalaja Bhasin,31,Other,Jaipur,2026-02-17,False
CUST00187,Sarthak Kakar,55,Other,Pune,2024-08-30,True
CUST00188,Naksh Khatri,30,Female,Hyderabad,2024-04-11,False
CUST00189,Naksh Agate,29,Female,Delhi,2025-04-10,True
CUST00190,Upma Manne,35,Male,Delhi,2023-09-04,False
CUST00191,Bhavya Mandal,26,Other,Jaipur,2026-07-12,True
CUST00192,Ekavir Kaur,18,Other,Pune,2024-08-29,False
CUST00193,Pavani Contractor,48,Female,Chennai,2025-11-07,True
CUST00194,Manthan Lata,21,Female,Jaipur,2024-02-21,True
CUST00195,Darpan Gandhi,22,Female,Jaipur,2024-11-04,True
CUST00196,Reva Dash,54,Other,Delhi,2025-07-13,True
CUST00197,Neha Magar,27,Other,Pune,2025-08-31,True
CUST00198,Raksha Buch,33,Male,Kolkata,2026-01-30,True
CUST00199,Rachana Naidu,51,Female,Jaipur,2026-02-07,False
CUST00200,Atharv Chand,37,Other,Kolkata,2024-07-05,False
CUST00201,Amruta Baria,54,Other,Delhi,2024-04-13,True
CUST00202,Zilmil Sathe,31,Other,Hyderabad,2024-09-20,False
CUST00203,Rajata Swamy,60,Male,Bengaluru,2023-12-04,True
CUST00204,Ijaya Rege,29,Other,Mumbai,2024-12-14,True
CUST00205,Henry Dyal,18,Female,Jaipur,2024-12-09,False
CUST00206,Warhi Mani,36,Male,Hyderabad,2026-05-10,False
CUST00207,Balhaar Sha,36,Other,Jaipur,2023-11-29,True
CUST00208,Zayyan Naik,32,Female,Hyderabad,2024-01-12,False
CUST00209,Yoshita Agarwal,25,Other,Hyderabad,2026-05-02,True
CUST00210,Odika Bhagat,35,Male,Mumbai,2024-05-02,True
CUST00211,Wishi Sathe,28,Female,Pune,2023-10-04,False
CUST00212,Amara Deep,25,Female,Pune,2024-10-05,False
CUST00213,Vedhika Dara,35,Other,Jaipur,2023-08-29,False
CUST00214,Nathan Mukhopadhyay,23,Other,Delhi,2025-11-17,False
CUST00215,Nikita Chander,38,Other,Pune,2024-06-29,True
CUST00216,Triya Dalal,23,Male,Delhi,2026-04-17,False
CUST00217,Wishi Manne,54,Male,Bengaluru,2025-09-13,False
CUST00218,Ojasvi Subramanian,51,Other,Jaipur,2025-07-18,False
CUST00219,Tanmayi Dhillon,29,Other,Kolkata,2025-03-02,False
CUST00220,Yashoda Deshpande,23,Female,Chennai,2023-11-01,False
CUST00221,Oeshi Oak,39,Female,Mumbai,2025-09-11,True
CUST00222,Aarnav Mandal,39,Female,Jaipur,2024-10-21,False
CUST00223,Manthan Sekhon,60,Female,Delhi,2025-10-29,False
CUST00224,Hemani Natarajan,23,Female,Pune,2025-11-19,False
CUST00225,Tamanna Nagy,25,Female,Delhi,2024-05-04,False
CUST00226,Leela Kaur,44,Male,Hyderabad,2025-04-14,False
CUST00227,Eesha Solanki,57,Female,Jaipur,2026-07-15,True
CUST00228,Libni Doshi,31,Female,Bengaluru,2025-08-23,False
CUST00229,Jonathan Thakkar,46,Other,Jaipur,2026-01-17,True
CUST00230,Harish Sarraf,19,Other,Hyderabad,2023-12-17,True
CUST00231,Alexander Dhawan,37,Other,Delhi,2025-04-12,False
CUST00232,Falan Singh,23,Male,Mumbai,2024-08-30,False
CUST00233,Mitali Buch,25,Other,Bengaluru,2024-12-07,False
CUST00234,Edhitha Sura,36,Other,Pune,2025-11-02,False
CUST00235,Ekapad Keer,48,Female,Hyderabad,2026-03-22,False
CUST00236,Utkarsh Chana,53,Male,Kolkata,2025-05-20,True
CUST00237,Harish Sawhney,56,Other,Bengaluru,2024-03-30,True
CUST00238,Ayush Batra,35,Female,Chennai,2024-11-30,False
CUST00239,Chaaya Parmer,18,Female,Pune,2025-02-17,False
CUST00240,Madhav Konda,27,Female,Jaipur,2025-10-18,False
CUST00241,Pranit Garde,39,Other,Kolkata,2024-04-12,False
CUST00242,Lavanya Khosla,38,Male,Hyderabad,2025-08-27,False
CUST00243,Vincent Shenoy,32,Female,Delhi,2026-04-01,False
CUST00244,Tripti Kumer,48,Other,Kolkata,2026-05-16,False
CUST00245,Udyati Mani,60,Other,Bengaluru,2026-06-02,False
CUST00246,Ethan Sathe,20,Male,Chennai,2025-01-02,True
CUST00247,Panini Krishna,46,Male,Jaipur,2025-06-24,True
CUST00248,Rushil Rajagopalan,27,Female,Bengaluru,2025-08-04,True
CUST00249,Warjas Raj,48,Female,Chennai,2025-12-20,False
CUST00250,Chakrika Merchant,59,Male,Chennai,2023-08-19,False
CUST00251,Anvi Anand,38,Other,Jaipur,2025-12-11,True
CUST00252,Watika Mangat,57,Male,Hyderabad,2024-07-07,False
CUST00253,Theodore Gupta,32,Other,Mumbai,2026-03-06,False
CUST00254,Laksh Chatterjee,24,Other,Mumbai,2026-03-16,False
CUST00255,Dayamai Sastry,28,Other,Pune,2023-09-05,True
CUST00256,Karan Chana,20,Female,Delhi,2024-10-16,False
CUST00257,Ojasvi Gill,40,Female,Kolkata,2024-05-22,True
CUST00258,Jasmit Wali,33,Other,Kolkata,2025-09-02,True
CUST00259,Nitesh Kurian,28,Male,Mumbai,2025-08-02,False
CUST00260,Hamsini Contractor,57,Other,Hyderabad,2025-07-12,False
CUST00261,Lohit Kara,55,Male,Hyderabad,2026-05-31,False
CUST00262,Jasmit Chana,58,Female,Jaipur,2025-03-19,False
CUST00263,Aishani Yadav,60,Male,Jaipur,2024-01-23,False
CUST00264,Jyoti Lala,52,Male,Mumbai,2026-01-09,False
CUST00265,Kamya Chokshi,40,Other,Pune,2026-05-29,False
CUST00266,Urishilla Bakshi,34,Female,Pune,2026-03-04,True
CUST00267,Timothy Bhatnagar,42,Female,Mumbai,2026-03-29,True
CUST00268,Chasmum Rege,42,Other,Chennai,2024-01-13,False
CUST00269,Chakradev Barad,36,Male,Kolkata,2024-10-30,False
CUST00270,Jack Chatterjee,18,Other,Delhi,2024-07-14,False
CUST00271,Lipika Setty,36,Male,Chennai,2025-02-11,True
CUST00272,Mohammed Sachdeva,58,Male,Pune,2026-04-28,True
CUST00273,Vrishti Reddy,58,Male,Delhi,2024-09-22,False
CUST00274,Kamala Kalla,46,Male,Chennai,2025-06-03,True
CUST00275,Warinder Patil,23,Female,Chennai,2023-12-17,False
CUST00276,Jagrati Bhat,29,Male,Bengaluru,2025-03-25,False
CUST00277,Ranveer Das,51,Other,Pune,2025-06-21,True
CUST00278,Simon Bail,34,Female,Pune,2023-10-02,False
CUST00279,Yagnesh Dass,25,Female,Mumbai,2025-12-09,True
CUST00280,Ekapad Johal,32,Other,Kolkata,2026-01-11,False
CUST00281,Viraj Narasimhan,23,Female,Delhi,2024-03-01,False
CUST00282,Aradhana Dhillon,52,Male,Jaipur,2024-02-02,False
CUST00283,Owen Choudhary,34,Other,Kolkata,2026-05-07,False
CUST00284,Karan Aurora,24,Other,Hyderabad,2025-01-22,False
CUST00285,Ekiya Babu,19,Other,Chennai,2024-04-11,True
CUST00286,Charles Date,59,Male,Jaipur,2025-04-29,False
CUST00287,Devansh Soni,59,Female,Mumbai,2025-06-11,True
CUST00288,Yochana Chopra,20,Male,Pune,2025-06-17,False
CUST00289,Caleb Verma,25,Male,Hyderabad,2024-10-26,True
CUST00290,Azaan Bhat,42,Female,Chennai,2025-07-29,False
CUST00291,Pooja Chokshi,55,Other,Bengaluru,2025-08-15,False
CUST00292,Ethan Buch,59,Male,Jaipur,2024-11-27,False
CUST00293,Dominic Date,35,Male,Chennai,2024-09-15,True
CUST00294,Lakshmi Wali,46,Female,Hyderabad,2024-10-16,False
CUST00295,Yashasvi Sani,24,Other,Chennai,2023-12-17,False
CUST00296,Tanveer Sani,21,Female,Pune,2025-06-16,True
CUST00297,Odika Nori,25,Female,Mumbai,2025-06-19,True
CUST00298,Ojasvi Chandran,59,Other,Delhi,2024-11-12,True
CUST00299,Dhriti Kumer,39,Male,Bengaluru,2025-02-16,True
CUST00300,Urvi Bhavsar,22,Other,Hyderabad,2023-12-04,True
CUST00301,Girik Sankaran,32,Female,Bengaluru,2023-12-13,True
CUST00302,Kalpit Bhasin,35,Male,Bengaluru,2026-01-12,False
CUST00303,Jason Roy,29,Male,Delhi,2025-01-15,True
CUST00304,Charan Mani,18,Female,Hyderabad,2026-02-02,False
CUST00305,Indira Chawla,19,Male,Pune,2025-12-29,True
CUST00306,Mohammed Subramaniam,26,Other,Kolkata,2024-06-28,True
CUST00307,Inaya Pillai,22,Female,Jaipur,2024-01-10,False
CUST00308,Upkaar Sanghvi,50,Other,Mumbai,2025-12-03,False
CUST00309,Amara Balakrishnan,50,Male,Delhi,2024-04-21,False
CUST00310,Dayamai Nori,47,Other,Delhi,2025-01-11,True
CUST00311,Pratyush Dhar,48,Female,Kolkata,2025-12-11,True
CUST00312,Ekaraj Dhar,49,Other,Jaipur,2026-03-25,True
CUST00313,Gavin Wali,23,Female,Bengaluru,2024-06-14,True
CUST00314,Oni Setty,26,Female,Chennai,2024-12-26,False
CUST00315,Kala Muni,56,Other,Pune,2024-11-30,False
CUST00316,Charles Dugal,50,Other,Kolkata,2024-03-16,True
CUST00317,Finn Magar,25,Other,Hyderabad,2025-06-03,False
CUST00318,Vedika Sathe,46,Male,Kolkata,2025-04-19,False
CUST00319,Tanveer Vala,47,Female,Kolkata,2024-01-08,True
CUST00320,Qushi Choudhry,38,Female,Chennai,2024-09-28,False
CUST00321,Darika Bath,41,Male,Jaipur,2024-06-22,True
CUST00322,Christopher Amble,23,Male,Mumbai,2024-05-28,False
CUST00323,Siddharth Devan,24,Other,Chennai,2024-08-15,True
CUST00324,Falak Dar,53,Male,Chennai,2023-07-28,True
CUST00325,Qushi Gill,44,Female,Kolkata,2024-02-01,True
CUST00326,Victor Tella,36,Other,Pune,2025-11-29,False
CUST00327,Ekbal Ranganathan,24,Other,Hyderabad,2023-09-19,True
CUST00328,Anirudh Sharaf,60,Female,Hyderabad,2023-11-13,True
CUST00329,Pushti Ravel,40,Other,Chennai,2026-04-05,True
CUST00330,Bimala Contractor,35,Other,Hyderabad,2025-04-05,False
CUST00331,Ekta Garg,53,Other,Delhi,2026-03-02,False
CUST00332,Janaki Chakrabarti,19,Male,Pune,2025-05-24,False
CUST00333,Yagnesh Sarin,39,Female,Delhi,2026-01-15,True
CUST00334,Farhan Randhawa,27,Other,Kolkata,2024-11-08,True
CUST00335,Timothy Nath,27,Other,Delhi,2024-04-02,True
CUST00336,Yashvi Comar,51,Male,Kolkata,2025-10-17,False
CUST00337,Ikshita Panchal,47,Female,Bengaluru,2026-04-13,False
CUST00338,Warinder Chauhan,37,Other,Chennai,2024-02-28,True
CUST00339,Rudra Ghose,21,Male,Bengaluru,2026-02-05,True
CUST00340,Faqid Goel,23,Female,Jaipur,2026-03-17,False
CUST00341,Ucchal Sen,49,Other,Jaipur,2026-06-08,False
CUST00342,Diya Dora,35,Male,Mumbai,2025-05-29,False
CUST00343,Upasna Sathe,45,Male,Pune,2026-03-22,False
CUST00344,Anvi Bhalla,51,Other,Pune,2025-01-12,True
CUST00345,Dayita Shenoy,32,Female,Delhi,2025-06-17,True
CUST00346,Dakshesh Pillay,31,Female,Hyderabad,2024-10-03,True
CUST00347,Gautam Tripathi,34,Female,Chennai,2025-03-04,True
CUST00348,Benjamin Sengupta,18,Female,Kolkata,2025-12-20,True
CUST00349,Ekanta Soni,26,Female,Hyderabad,2025-09-01,False
CUST00350,David Seshadri,22,Female,Delhi,2023-12-23,False
CUST00351,Frado Thaman,19,Female,Mumbai,2026-04-14,False
CUST00352,Balveer Kota,54,Female,Kolkata,2025-05-26,False
CUST00353,Nathan Patla,36,Male,Kolkata,2025-02-14,True
CUST00354,Lila Rege,38,Male,Jaipur,2024-12-22,False
CUST00355,Gaurika Bhatti,23,Female,Mumbai,2024-12-09,True
CUST00356,Libni Mander,45,Other,Kolkata,2024-08-10,True
CUST00357,Gauri Bumb,43,Female,Chennai,2026-01-06,True
CUST00358,Inaya Mukherjee,39,Male,Mumbai,2026-04-30,True
CUST00359,Kai Chad,51,Other,Hyderabad,2024-11-07,False
CUST00360,Falguni Datta,40,Other,Bengaluru,2026-05-21,True
CUST00361,Pallavi Trivedi,24,Male,Pune,2025-01-28,True
CUST00362,Janani More,29,Other,Bengaluru,2024-04-21,True
CUST00363,Harita Sunder,29,Other,Jaipur,2024-05-09,False
CUST00364,Laksh Dubey,54,Other,Jaipur,2023-11-12,False
CUST00365,Harrison Tripathi,58,Female,Bengaluru,2025-10-31,False
CUST00366,Gayathri Deep,22,Female,Jaipur,2026-01-28,False
CUST00367,Mitesh Gaba,35,Other,Delhi,2024-04-21,False
CUST00368,Raksha Bassi,50,Male,Pune,2025-04-14,False
CUST00369,Wazir Sawhney,46,Male,Delhi,2026-02-18,False
CUST00370,Saumya Kaur,36,Male,Mumbai,2025-10-22,False
CUST00371,Dayamai Singh,47,Other,Delhi,2024-05-12,False
CUST00372,Ridhi Shenoy,54,Other,Hyderabad,2024-09-25,False
CUST00373,Yadavi Wable,56,Female,Bengaluru,2025-04-26,True
CUST00374,Ryan Devi,46,Male,Chennai,2024-08-07,True
CUST00375,Vasana Prabhu,50,Other,Bengaluru,2025-11-23,True
CUST00376,Zaitra Dash,33,Other,Jaipur,2024-09-30,False
CUST00377,Naveen Mahajan,51,Other,Bengaluru,2025-06-12,False
CUST00378,Rajeshri Chand,41,Female,Kolkata,2024-06-24,False
CUST00379,Ikshita Bala,39,Other,Delhi,2025-04-20,False
CUST00380,Meghana Thakkar,22,Female,Mumbai,2025-02-15,False
CUST00381,Libni Bumb,36,Female,Bengaluru,2025-02-17,False
CUST00382,Ayaan Nagar,23,Other,Bengaluru,2023-12-16,False
CUST00383,Madhav Devan,37,Other,Kolkata,2023-09-13,True
CUST00384,Urmi Dewan,56,Other,Mumbai,2025-07-13,False
CUST00385,Abdul Buch,53,Female,Chennai,2023-08-14,True
CUST00386,Tanveer Doctor,60,Other,Mumbai,2025-11-14,False
CUST00387,Indrajit Mani,50,Female,Delhi,2024-07-19,False
CUST00388,Jairaj Batta,37,Male,Hyderabad,2024-07-20,False
CUST00389,Tanvi Bhatnagar,49,Male,Hyderabad,2024-01-04,True
CUST00390,Amol Varma,27,Male,Pune,2025-12-25,True
CUST00391,Maanas Manne,50,Other,Delhi,2025-05-12,False
CUST00392,Ira Khosla,57,Male,Kolkata,2025-12-18,True
CUST00393,Rachit Chada,28,Male,Bengaluru,2025-10-06,False
CUST00394,Ekansh Vora,20,Female,Chennai,2025-11-07,True
CUST00395,Madhavi Singhal,46,Other,Pune,2023-09-21,False
CUST00396,Kashvi Kulkarni,32,Other,Hyderabad,2023-08-10,False
CUST00397,Ekansh Pai,48,Male,Chennai,2024-07-24,False
CUST00398,Gaurangi Deol,47,Female,Kolkata,2023-09-22,False
CUST00399,Hamsini Gill,28,Male,Bengaluru,2026-06-13,False
CUST00400,Varenya Gopal,21,Other,Jaipur,2024-02-10,False
